Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,group
425,0,0,5,1.525,0.27,patient
425,1,1,6,2.332,0.43,patient
425,1,1,4,3.871,3.079,patient
425,1,1,6,1.501,0.395,patient
425,0,0,5,1.171,0.263,patient
425,0,0,5,1.176,0.315,patient
425,1,1,5,3.811,0.62,patient
425,1,1,5,1.65,0.274,patient
425,0,0,4,1.309,0.615,patient
425,0,0,4,2.201,0.32,patient
425,0,0,5,1.177,0.335,patient
425,1,1,3,2.15,1.76,patient
425,1,0,4,2.54,0.64,patient
425,1,0,4,1.432,0.48,patient
425,1,1,5,1.196,0.31,patient
425,0,0,3,1.401,1.679,patient
425,1,0,4,1.723,0.487,patient
425,1,1,5,2.146,0.926,patient
425,0,0,6,3.281,1.515,patient
425,0,0,4,2.589,0.44,patient
425,1,1,3,2.091,5.095,patient
425,1,0,4,1.651,1.305,patient
425,1,1,1,4.055,1.39,patient
425,0,0,4,3.865,1.325,patient
425,0,0,5,2.421,1.045,patient
425,0,1,5,6.145,0.935,patient
425,1,0,2,2.841,1.08,patient
425,1,0,4,2.799,0.585,patient
425,1,0,4,2.136,0.98,patient
425,1,1,3,3.11,1.459,patient
425,1,1,3,5.806,1.96,patient
425,1,1,5,2.066,0.27,patient
425,1,1,5,1.191,0.245,patient
425,0,0,5,1.196,0.255,patient
425,1,1,5,1.596,0.28,patient
425,0,0,5,1.9,0.28,patient
425,0,1,4,2.811,0.465,patient
425,0,0,5,1.716,0.266,patient
425,0,0,5,1.191,0.245,patient
425,0,0,2,2.885,1.305,patient
425,0,1,3,3.342,0.869,patient
425,1,1,1,5.071,1.966,patient
425,1,0,3,1.605,0.83,patient
425,0,0,4,1.246,0.35,patient
425,0,0,4,1.056,0.445,patient
425,0,0,5,0.965,0.26,patient
425,1,1,4,2.386,0.73,patient
425,1,1,4,1.514,1.691,patient
425,0,0,4,1.971,1.183,patient
425,0,0,4,1.065,0.31,patient
425,1,0,5,1.066,0.23,patient
425,0,0,5,1.09,0.31,patient
425,1,0,5,1.615,0.27,patient
428,0,0,5,5.932,4.145,patient
428,0,0,3,5.564,2.444,patient
428,0,0,5,5.193,2.564,patient
428,0,0,3,5.518,1.938,patient
428,1,1,3,5.913,2.109,patient
428,1,1,3,4.911,0.603,patient
428,0,0,6,1.265,1.988,patient
428,0,0,6,1.125,0.384,patient
428,1,1,3,3.082,0.779,patient
428,1,1,3,1.471,0.924,patient
428,1,0,6,1.831,0.889,patient
428,0,0,3,3.925,1.038,patient
428,1,1,3,1.555,1.189,patient
428,1,1,3,1.38,0.844,patient
428,1,1,3,2.89,0.499,patient
428,0,0,6,1.004,0.289,patient
428,0,0,6,0.903,0.305,patient
428,1,0,6,0.96,0.321,patient
428,0,0,6,1.761,0.46,patient
428,0,0,6,1.461,0.279,patient
428,1,1,3,3.036,0.224,patient
428,1,1,3,1.336,0.814,patient
428,1,0,6,1.157,0.249,patient
428,0,0,6,0.911,0.235,patient
428,0,0,6,0.77,0.275,patient
428,1,1,3,1.719,1.135,patient
428,1,1,3,1.489,0.269,patient
428,0,1,3,1.271,0.235,patient
428,1,0,6,1.113,0.209,patient
428,0,0,6,0.991,0.24,patient
428,0,0,6,2.802,0.326,patient
428,0,0,3,2.156,0.2,patient
428,0,0,6,2.123,0.582,patient
428,1,0,6,1.833,0.292,patient
428,1,0,6,0.924,0.201,patient
428,1,1,3,9.146,0.169,patient
428,0,1,3,1.296,0.19,patient
428,1,0,6,1.216,0.473,patient
428,1,0,3,4.276,0.3,patient
428,1,0,3,2.712,0.224,patient
428,1,1,3,5.867,0.2,patient
428,0,0,6,1.136,0.285,patient
428,1,1,3,1.491,0.245,patient
428,1,1,3,1.186,0.22,patient
428,0,0,6,1.115,0.275,patient
428,0,0,3,1.331,0.785,patient
428,0,0,6,2.299,0.335,patient
428,1,1,6,2.376,4.05,patient
428,0,0,6,1.26,0.349,patient
428,1,1,3,2.321,0.225,patient
428,1,0,6,1.23,0.395,patient
428,1,1,3,4.957,0.2,patient
428,1,1,3,3.955,0.358,patient
428,1,1,3,1.556,0.175,patient
428,0,0,3,2.616,0.205,patient
428,0,0,3,3.227,0.2,patient
428,1,0,3,2.471,0.23,patient
428,0,0,6,2.44,0.21,patient
428,1,1,3,1.555,0.225,patient
428,1,1,3,2.681,0.245,patient
428,1,0,3,1.757,0.24,patient
428,0,0,6,1.351,0.205,patient
428,0,1,3,1.571,0.215,patient
428,1,1,6,1.141,1.56,patient
428,0,0,3,8.861,0.185,patient
428,1,1,3,2.186,0.225,patient
428,0,0,6,1.586,0.245,patient
428,0,0,6,1.911,0.16,patient
428,1,1,3,1.386,0.17,patient
428,0,1,3,1.506,0.2,patient
428,0,0,3,1.664,0.175,patient
428,1,0,3,3.222,0.18,patient
428,1,1,3,1.338,0.194,patient
428,0,0,3,2.406,0.225,patient
428,1,1,3,2.305,0.189,patient
428,0,0,3,3.101,0.245,patient
428,0,0,3,1.584,0.2,patient
428,1,1,3,1.357,0.175,patient
428,0,0,3,1.576,0.19,patient
428,0,0,6,2.101,0.253,patient
428,0,0,3,3.306,0.19,patient
428,1,1,3,1.171,0.255,patient
428,0,0,3,2.829,0.209,patient
428,0,0,3,1.756,0.19,patient
428,1,1,3,2.416,0.208,patient
428,1,0,3,1.306,0.18,patient
428,1,1,3,1.401,0.179,patient
428,1,0,6,1.471,0.325,patient
428,0,0,3,3.706,0.15,patient
428,0,0,3,1.609,0.155,patient
428,0,1,3,2.221,0.225,patient
428,0,0,3,4.166,0.13,patient
428,0,1,3,1.771,0.195,patient
428,0,1,6,1.366,0.342,patient
428,0,0,3,1.938,0.171,patient
428,1,1,6,1.222,0.31,patient
428,0,0,3,1.848,0.17,patient
428,1,0,3,5.882,0.155,patient
428,1,0,6,1.431,0.15,patient
428,1,1,6,1.146,1.091,patient
428,0,1,3,4.118,0.224,patient
428,0,0,3,1.967,0.171,patient
428,1,1,3,2.172,0.221,patient
428,1,0,3,2.272,0.206,patient
428,0,0,3,1.902,0.205,patient
428,1,1,6,1.197,0.226,patient
428,1,1,3,3.25,0.209,patient
428,1,1,6,1.482,0.28,patient
428,0,0,3,2.242,5.111,patient
428,1,0,3,5.306,0.171,patient
428,1,1,3,1.437,2.031,patient
428,0,0,3,3.257,0.173,patient
428,1,1,3,2.442,0.202,patient
428,0,0,3,3.127,0.176,patient
428,0,0,3,1.317,0.209,patient
428,0,0,6,1.968,0.266,patient
428,0,0,6,3.436,0.246,patient
428,0,1,3,1.472,0.358,patient
428,0,0,6,3.402,0.231,patient
428,1,1,6,1.402,0.245,patient
428,0,1,3,2.537,0.191,patient
428,0,0,6,3.092,0.27,patient
428,1,0,3,2.447,0.167,patient
428,0,0,6,3.417,0.201,patient
428,0,0,3,2.037,0.151,patient
428,1,1,3,2.342,0.131,patient
428,1,1,3,1.393,0.166,patient
428,0,0,3,1.377,0.166,patient
428,1,1,3,5.042,0.176,patient
428,0,0,3,1.931,0.188,patient
428,0,0,3,1.212,0.163,patient
428,1,0,3,0.936,0.161,patient
428,1,0,3,1.847,0.151,patient
428,1,1,3,3.053,0.241,patient
428,0,0,3,1.297,0.136,patient
428,0,0,3,1.357,0.201,patient
428,1,0,3,0.822,0.156,patient
428,0,0,3,2.652,0.15,patient
428,1,1,6,1.311,0.246,patient
428,1,0,3,1.633,0.201,patient
428,1,1,3,1.561,0.276,patient
428,0,0,3,1.586,0.163,patient
428,0,0,6,2.618,0.281,patient
428,1,1,3,4.966,0.206,patient
428,1,0,3,1.521,0.186,patient
428,0,1,3,4.863,0.196,patient
428,0,0,3,1.641,0.184,patient
428,0,0,6,2.441,0.257,patient
428,1,0,3,1.905,0.186,patient
428,1,1,3,6.402,0.171,patient
428,1,1,3,2.786,0.216,patient
428,0,1,3,2.736,0.154,patient
428,0,0,3,2.046,0.231,patient
428,1,0,3,1.141,0.152,patient
428,1,1,3,1.416,0.325,patient
428,0,0,3,1.672,0.161,patient
428,0,0,3,2.386,0.147,patient
428,0,0,3,5.701,0.151,patient
428,1,0,3,5.627,0.176,patient
428,1,1,3,1.706,0.191,patient
428,1,0,3,1.73,0.156,patient
428,1,1,6,1.381,0.426,patient
428,0,0,3,6.141,0.246,patient
428,1,0,3,1.209,0.241,patient
428,1,1,3,3.336,0.891,patient
428,0,0,3,3.806,1.231,patient
428,0,0,6,3.819,0.218,patient
428,1,1,3,2.346,0.176,patient
428,1,0,3,2.247,0.195,patient
428,1,1,3,1.501,0.143,patient
428,0,0,3,1.571,0.206,patient
428,0,0,3,1.636,0.15,patient
428,0,1,3,2.134,0.166,patient
428,1,0,3,1.576,0.161,patient
428,1,0,3,1.976,0.181,patient
428,1,1,3,1.54,0.182,patient
428,1,0,3,4.165,0.126,patient
428,1,0,3,1.181,0.146,patient
428,1,0,6,2.639,0.211,patient
428,1,1,3,2.746,0.16,patient
428,0,0,3,1.311,0.172,patient
428,1,0,3,1.626,0.201,patient
428,0,0,6,1.391,0.166,patient
428,0,0,3,2.696,0.136,patient
428,0,0,3,4.044,0.121,patient
428,0,0,3,1.275,0.146,patient
428,0,0,3,1.186,0.156,patient
428,0,1,3,1.427,0.201,patient
428,1,1,3,1.166,0.161,patient
428,1,1,3,1.186,0.181,patient
428,0,0,6,1.385,0.221,patient
428,0,0,3,2.006,0.146,patient
428,0,0,3,1.091,0.161,patient
428,1,1,3,5.166,0.137,patient
428,1,0,3,2.681,0.266,patient
428,0,0,3,1.146,0.156,patient
428,0,0,3,0.965,0.176,patient
428,1,0,3,0.931,0.166,patient
428,0,0,3,1.896,0.171,patient
428,1,0,3,1.085,0.171,patient
429,0,0,6,5.727,0.915,patient
429,0,0,6,5.047,0.984,patient
429,1,1,1,2.34,1.584,patient
429,1,0,1,2.791,0.984,patient
429,0,0,6,54.068,1.454,patient
429,1,1,6,3.24,1.784,patient
429,1,0,5,2.545,1.434,patient
429,1,1,6,3.386,2.744,patient
429,0,1,6,2.705,0.808,patient
429,0,1,6,1.735,0.714,patient
429,1,1,6,1.675,0.969,patient
429,0,0,4,3.335,0.994,patient
429,0,0,2,5.865,0.899,patient
429,0,1,4,1.905,1.709,patient
429,1,1,6,2.59,1.29,patient
429,1,1,6,2.51,0.759,patient
429,1,1,6,1.965,0.734,patient
429,0,1,6,8.73,0.619,patient
429,0,0,3,3.301,1.409,patient
429,1,1,6,2.555,0.609,patient
429,0,0,6,2.375,0.734,patient
429,1,1,6,2.015,0.727,patient
429,1,0,2,2.931,1.829,patient
429,1,1,6,2.395,0.739,patient
429,1,1,6,1.74,0.674,patient
429,1,1,6,2.931,0.914,patient
429,1,1,6,1.596,0.669,patient
429,1,1,6,1.405,0.764,patient
429,1,1,6,1.705,0.624,patient
429,0,1,6,3.211,0.608,patient
429,0,1,5,4.936,0.905,patient
429,0,1,4,5.172,0.409,patient
429,0,0,4,5.231,0.664,patient
429,1,1,6,6.592,0.649,patient
429,0,1,5,1.811,0.975,patient
429,1,0,4,2.911,1.039,patient
429,1,1,6,2.326,0.684,patient
429,1,1,6,1.636,0.64,patient
429,1,1,6,1.38,1.126,patient
429,0,0,6,2.711,1.444,patient
429,0,0,6,1.886,1.013,patient
429,0,1,5,2.026,0.734,patient
429,1,0,4,1.461,0.919,patient
429,0,0,6,2.097,1.179,patient
429,0,0,6,1.576,0.849,patient
429,0,1,5,4.269,0.86,patient
429,1,1,6,1.421,0.635,patient
429,1,1,5,1.735,0.84,patient
429,1,1,5,1.862,0.798,patient
429,0,0,2,3.306,0.704,patient
429,0,1,6,2.36,0.709,patient
429,0,0,4,2.416,0.795,patient
429,0,1,6,1.861,0.71,patient
429,1,0,3,3.647,0.88,patient
429,0,0,6,2.491,1.68,patient
429,0,0,6,1.411,0.88,patient
429,1,0,2,2.631,0.98,patient
429,0,0,6,1.337,0.705,patient
429,1,1,5,4.046,1.91,patient
429,1,0,2,4.311,0.604,patient
429,1,0,5,2.266,0.85,patient
429,0,0,6,1.597,0.76,patient
429,1,0,4,2.391,1.04,patient
429,1,1,4,4.526,1.469,patient
429,0,0,6,2.801,1.179,patient
429,1,1,1,2.9,0.935,patient
429,0,0,4,2.306,1.885,patient
429,1,1,3,2.981,1.074,patient
429,0,1,5,2.985,1.21,patient
429,0,1,2,2.461,1.204,patient
429,0,0,6,1.656,0.71,patient
429,0,0,4,1.725,0.759,patient
429,0,0,6,1.426,0.659,patient
429,1,0,6,2.106,0.839,patient
429,0,0,6,3.912,0.999,patient
429,1,1,6,2.02,1.554,patient
429,1,0,6,3.216,0.705,patient
429,1,0,6,2.201,0.825,patient
429,1,1,6,3.817,1.475,patient
429,1,0,6,1.731,0.515,patient
429,0,1,5,2.096,0.699,patient
429,1,1,1,2.266,1.249,patient
429,0,0,6,2.027,0.724,patient
429,1,0,6,3.296,0.76,patient
429,0,0,6,2.116,0.97,patient
429,1,0,5,2.287,0.745,patient
429,0,1,4,2.156,0.949,patient
429,0,0,5,1.477,0.779,patient
429,0,0,6,2.951,0.985,patient
429,1,1,6,4.735,0.89,patient
429,1,1,6,1.746,0.534,patient
429,0,1,6,1.106,0.486,patient
429,0,0,4,6.416,0.75,patient
429,1,1,6,1.515,0.93,patient
429,1,1,2,4.926,0.879,patient
429,1,1,6,1.867,2.293,patient
429,0,1,6,1.531,0.629,patient
429,0,1,6,1.826,0.529,patient
429,1,1,6,1.246,0.915,patient
429,1,1,6,2.296,0.355,patient
429,1,1,6,1.547,0.425,patient
429,1,1,6,2.391,0.479,patient
429,1,0,5,4.631,0.539,patient
429,0,0,6,3.341,0.61,patient
429,0,1,6,3.762,0.719,patient
429,0,1,6,1.591,0.549,patient
429,0,1,6,1.591,0.49,patient
429,1,1,6,1.861,0.539,patient
429,1,1,5,2.826,0.32,patient
429,0,1,4,2.96,0.49,patient
429,1,1,6,2.345,0.77,patient
429,0,1,6,2.085,0.685,patient
429,0,0,6,2.246,0.604,patient
429,0,1,6,2.581,0.82,patient
429,0,0,6,1.606,0.646,patient
429,1,0,6,1.64,0.57,patient
429,0,0,6,1.821,0.58,patient
429,1,0,6,2.061,0.349,patient
429,1,1,6,1.856,0.495,patient
429,1,1,6,1.456,0.615,patient
429,0,0,6,1.341,0.555,patient
429,1,1,6,1.16,0.64,patient
429,1,0,5,2.42,0.61,patient
429,0,0,4,2.166,0.775,patient
429,1,1,6,1.341,0.775,patient
429,0,1,6,2.185,0.665,patient
429,0,1,6,4.047,0.599,patient
429,0,1,5,3.106,0.61,patient
429,1,1,6,1.24,0.565,patient
429,0,1,6,1.176,0.46,patient
429,1,0,4,1.696,0.795,patient
429,0,1,6,1.13,0.705,patient
429,0,1,5,1.941,0.628,patient
429,1,1,6,2.82,1.08,patient
429,1,1,6,7.18,0.349,patient
429,0,1,6,3.091,0.375,patient
429,0,0,2,1.894,0.617,patient
429,1,0,3,2.86,1.93,patient
429,0,1,5,1.65,1.13,patient
429,1,0,1,2.415,2.576,patient
429,0,0,4,5.425,0.735,patient
429,0,1,6,2.11,0.544,patient
429,0,1,6,2.71,0.569,patient
429,0,1,5,6.216,1.3,patient
429,0,1,2,2.675,1.08,patient
429,0,0,6,1.453,0.55,patient
429,1,1,6,1.68,0.58,patient
429,0,0,6,1.615,0.691,patient
429,0,1,6,1.485,0.541,patient
429,1,1,6,2.484,0.505,patient
429,1,1,6,1.605,0.55,patient
429,0,1,5,3.28,1.085,patient
429,1,1,6,2,0.52,patient
429,0,0,3,1.501,0.85,patient
429,1,0,6,1.31,0.69,patient
429,0,1,6,1.75,0.55,patient
429,1,0,6,2.074,0.66,patient
429,1,0,4,2.26,0.872,patient
429,0,1,2,1.355,0.645,patient
429,1,0,4,3.415,0.93,patient
429,0,0,6,2.509,0.5,patient
429,0,1,6,2.496,0.54,patient
429,1,1,6,2.43,0.475,patient
429,0,1,6,1.46,0.511,patient
429,1,1,6,1.474,0.389,patient
429,1,1,6,2.075,0.334,patient
429,0,1,6,0.92,0.255,patient
429,0,1,6,3.38,0.265,patient
429,1,1,6,0.85,0.409,patient
429,1,1,6,0.89,0.315,patient
429,1,1,6,0.89,0.32,patient
429,1,1,6,1.306,0.365,patient
429,0,1,5,1.88,0.265,patient
429,0,1,6,3.155,0.995,patient
429,0,0,5,2.75,0.705,patient
429,0,1,6,1.705,2.035,patient
429,1,1,6,2.351,0.485,patient
429,0,1,6,2.314,0.715,patient
429,0,1,6,1.515,0.545,patient
429,1,1,6,0.915,0.348,patient
429,1,1,2,3.825,0.575,patient
429,1,1,6,1.796,0.615,patient
429,0,1,5,2.105,1.329,patient
429,1,0,2,3.836,0.681,patient
429,0,1,5,1.739,0.815,patient
429,0,1,5,3.06,0.736,patient
429,0,0,6,5.435,0.525,patient
429,1,0,1,3.335,0.855,patient
429,0,0,2,2.424,0.66,patient
429,0,0,3,2.526,1.545,patient
429,1,0,5,2.724,0.98,patient
429,1,0,5,2.383,0.494,patient
429,0,1,6,1.785,0.76,patient
429,1,0,6,3.54,0.576,patient
429,1,1,6,2.055,0.44,patient
429,1,1,6,1.291,0.47,patient
429,1,1,6,1.815,0.34,patient
429,0,1,1,0.779,8.451,patient
429,1,1,6,1.405,1.985,patient
429,1,1,6,1.489,0.81,patient
501,1,1,2,2.041,1.362,control
501,0,1,3,1.9,1.134,control
501,0,1,4,1.706,0.883,control
501,1,1,6,1.6,2.198,control
501,1,1,6,1.294,0.509,control
501,0,0,6,1.429,1.829,control
501,0,1,5,1.66,0.459,control
501,1,1,5,1.39,0.427,control
501,1,1,5,0.895,0.314,control
501,0,0,6,1.21,1.664,control
501,0,0,6,2.92,0.794,control
501,0,1,5,3.685,0.529,control
501,1,0,5,1.34,1.409,control
501,1,1,5,1.381,0.599,control
501,1,1,5,1.36,0.374,control
501,0,0,5,1.024,0.448,control
501,0,1,2,3.804,1.394,control
501,1,1,2,2.76,1.384,control
501,1,1,3,1.321,0.789,control
501,0,1,3,2.235,0.394,control
501,0,1,3,1.065,0.339,control
501,1,1,6,1.135,0.539,control
501,0,1,5,1.105,0.404,control
501,1,0,2,3.805,1.024,control
501,1,1,6,1.581,0.434,control
501,1,1,6,1.22,0.304,control
501,0,1,5,1.965,0.484,control
501,0,0,6,0.97,0.759,control
501,1,0,6,0.995,0.283,control
501,1,1,5,0.904,1.049,control
501,0,1,5,1.805,0.249,control
501,1,1,5,0.875,0.22,control
501,0,1,5,0.871,0.213,control
501,0,1,5,1.18,0.229,control
501,0,1,5,0.68,0.259,control
501,0,1,5,0.655,0.25,control
501,0,0,2,0.78,0.669,control
501,1,1,5,1.21,0.203,control
501,1,0,5,1.35,0.294,control
501,0,0,5,1.015,0.244,control
501,1,1,5,1.19,0.219,control
501,0,1,5,1.336,0.189,control
501,0,0,5,1.555,0.164,control
501,0,1,5,0.925,0.209,control
501,0,0,5,0.936,0.209,control
501,1,1,5,2.47,0.189,control
501,0,0,2,2.311,0.584,control
501,1,1,1,1.67,0.519,control
501,0,0,1,2.286,0.274,control
501,1,1,1,1.595,0.299,control
501,1,1,5,2.366,0.269,control
501,0,0,2,1.675,0.364,control
501,1,1,6,1.096,0.569,control
501,1,1,2,2.416,0.549,control
501,0,1,2,1.205,0.32,control
501,1,0,6,1.621,0.779,control
501,0,0,1,2.57,0.168,control
501,1,1,1,3.94,0.374,control
501,1,1,1,0.935,0.214,control
501,0,1,5,1.53,0.249,control
501,1,0,1,1.705,0.39,control
501,0,0,1,1.4,0.814,control
501,1,1,6,0.951,0.444,control
501,0,1,6,1.21,0.314,control
501,1,1,6,0.841,0.254,control
501,0,1,6,0.975,0.264,control
501,1,1,6,2.53,0.169,control
501,0,0,6,1.185,1.364,control
501,0,0,1,1.956,0.269,control
501,1,1,5,1.145,0.454,control
501,0,1,1,2.42,0.414,control
501,0,1,1,1.324,1.599,control
501,1,1,1,2.941,0.324,control
501,1,1,6,1.326,0.329,control
501,0,1,2,2.706,2.148,control
501,1,1,3,1.051,0.288,control
501,1,1,3,1.045,0.244,control
501,1,1,3,0.805,0.278,control
501,0,0,6,0.866,0.758,control
501,0,0,6,0.9,0.294,control
501,1,0,6,0.72,0.228,control
501,0,1,5,1.025,0.85,control
501,0,0,6,1.596,0.674,control
501,0,1,1,1.095,0.294,control
501,1,1,6,1.175,0.304,control
501,0,0,1,2.55,0.179,control
501,1,1,6,1.18,0.229,control
501,0,1,6,0.86,0.259,control
501,0,1,6,1.146,0.284,control
501,1,1,6,0.691,0.264,control
501,0,1,6,0.81,0.252,control
501,0,0,6,1.046,0.439,control
501,0,1,6,1.43,0.184,control
501,1,1,6,0.94,0.199,control
501,1,1,2,1.396,0.234,control
501,1,0,1,0.846,0.659,control
501,1,1,2,1.356,0.343,control
501,0,0,2,1.425,0.639,control
501,1,1,6,1.296,0.441,control
501,1,1,2,1.206,0.254,control
501,0,1,3,1.136,0.339,control
501,1,0,2,1.646,0.729,control
501,0,1,6,1.361,0.194,control
501,1,0,2,0.875,0.363,control
501,1,0,1,2.93,0.539,control
501,0,1,5,1.387,0.538,control
501,1,1,5,1.476,0.18,control
501,0,1,1,0.871,0.209,control
501,1,1,1,2.481,0.259,control
501,1,1,1,0.956,0.244,control
501,1,1,1,0.806,0.469,control
501,1,1,1,1.206,0.209,control
501,1,1,1,0.846,0.254,control
501,0,0,3,1.08,1.45,control
501,0,1,1,2.1,0.259,control
501,1,0,1,1.07,0.269,control
501,1,1,1,1.225,0.214,control
501,0,0,3,1.156,1.129,control
501,0,1,1,1.231,3.062,control
501,0,1,5,1.296,1.529,control
501,1,1,3,1.996,1.339,control
501,1,0,1,1.36,0.724,control
501,1,1,6,1.746,0.454,control
501,1,1,1,2.136,0.254,control
501,1,0,4,1.306,2.075,control
501,1,0,1,1.495,0.324,control
501,1,1,6,1.065,0.324,control
501,1,1,5,1.305,0.299,control
501,0,0,4,2.606,0.634,control
501,0,1,2,1.35,1.199,control
501,1,1,1,1.346,1.074,control
501,0,1,2,4.082,0.389,control
501,1,1,3,0.92,0.381,control
501,0,0,1,2.24,0.349,control
501,1,0,2,1.43,0.69,control
501,1,1,6,1.201,0.284,control
501,1,0,1,1.216,0.329,control
501,0,1,6,1.491,0.35,control
501,0,1,6,0.926,0.265,control
501,1,1,6,0.909,0.272,control
501,1,0,1,1.095,0.214,control
501,0,0,1,1.275,0.23,control
501,0,1,5,1.1,0.424,control
501,1,1,4,1.44,0.343,control
501,0,0,1,1.106,0.339,control
501,1,1,1,1.18,0.4,control
501,1,1,6,1.923,1.47,control
501,0,0,1,1.08,0.545,control
501,1,0,1,3.45,0.324,control
501,1,1,6,0.995,0.225,control
501,1,1,1,3.36,0.179,control
501,1,1,1,1.175,0.15,control
501,0,1,1,3.175,0.224,control
501,1,1,1,1.089,0.185,control
501,0,1,1,0.715,0.235,control
501,0,1,1,2.435,0.215,control
501,0,0,6,1.259,0.635,control
501,0,0,6,0.81,0.32,control
501,1,0,1,2.345,0.2,control
501,0,0,6,0.736,0.84,control
501,0,1,6,1.285,0.38,control
501,0,0,1,1.244,0.269,control
501,0,1,2,1.01,0.733,control
501,1,0,2,1.245,0.57,control
501,1,1,6,1.29,0.225,control
501,0,0,1,1.165,0.235,control
501,0,1,6,1.295,0.43,control
501,1,0,1,1.476,0.214,control
501,0,0,2,2.85,0.41,control
501,1,1,6,0.923,0.57,control
501,0,1,5,0.979,0.835,control
501,0,0,2,1.269,0.43,control
501,0,0,1,1.09,0.455,control
501,0,1,2,1.22,1.205,control
501,1,0,1,0.925,1.285,control
501,0,1,1,1.04,0.485,control
501,0,1,1,1.3,0.215,control
501,1,0,1,1.095,0.245,control
501,0,0,1,1.24,0.164,control
501,1,0,1,1.16,0.159,control
501,0,1,5,2.3,0.429,control
501,1,1,5,1.871,0.255,control
501,0,1,5,1.295,0.185,control
501,0,0,2,1.22,0.72,control
501,0,1,4,1.13,2.255,control
501,1,0,1,1.475,0.215,control
501,1,1,6,1.1,0.5,control
501,1,1,6,0.72,0.32,control
501,1,1,6,0.58,0.343,control
501,0,1,2,2.206,0.49,control
501,0,1,2,1.085,0.525,control
501,1,0,1,1.485,0.41,control
501,1,1,2,1.775,0.549,control
501,0,0,1,0.91,0.215,control
501,0,0,1,0.865,0.215,control
501,0,1,6,1.014,0.245,control
501,0,0,1,1.175,0.255,control
501,1,1,6,1.206,0.229,control
501,0,0,1,1.334,0.24,control
501,1,1,2,6.249,0.225,control
503,0,0,6,1.589,1.856,control
503,0,0,6,1.498,0.818,control
503,0,1,6,3.098,0.698,control
503,0,1,6,1.402,0.672,control
503,1,1,5,1.706,1.299,control
503,1,1,6,1.611,0.991,control
503,0,0,6,1.173,0.679,control
503,0,0,6,1.063,0.339,control
503,1,1,1,3.584,2.458,control
503,1,1,5,2.204,0.869,control
503,1,1,5,1.275,0.737,control
503,0,0,6,1.919,0.609,control
503,1,1,6,1.317,1.455,control
503,1,1,6,1.117,0.491,control
503,1,1,6,0.982,0.292,control
503,0,0,6,1.078,0.461,control
503,0,1,6,2.356,0.547,control
503,1,1,6,1.271,0.577,control
503,0,0,6,1.81,1.588,control
503,0,1,4,4.934,0.989,control
503,1,1,6,1.059,0.566,control
503,1,1,6,1.2,0.275,control
503,1,1,6,1.09,0.261,control
503,0,0,5,4.085,1.185,control
503,0,0,4,1.644,1.46,control
503,1,1,6,1.512,0.406,control
503,1,1,6,1.22,0.257,control
503,0,1,4,5.226,0.565,control
503,1,1,6,1.166,0.366,control
503,0,0,6,1.413,0.437,control
503,0,0,4,5.171,0.719,control
503,0,0,6,1.536,0.565,control
503,0,0,6,1.491,0.305,control
503,1,0,4,6.053,1.2,control
503,1,1,4,6.16,1.542,control
503,1,1,6,1.944,0.443,control
503,0,0,6,1.154,0.32,control
503,1,1,4,1.999,1.006,control
503,1,1,6,3.283,0.761,control
503,1,1,6,1.653,0.228,control
503,1,1,6,1.216,0.175,control
503,0,0,3,3.057,0.951,control
503,1,1,6,2.507,0.262,control
503,1,1,4,5.363,1.377,control
503,0,0,6,1.324,0.263,control
503,0,1,3,4.134,0.861,control
503,0,0,5,4.151,0.892,control
503,1,0,5,1.25,0.742,control
503,0,0,6,1.193,0.285,control
503,1,0,4,5.03,0.7,control
503,1,0,6,1.08,0.31,control
503,1,1,5,3.941,0.876,control
503,1,0,6,1.874,0.898,control
503,1,0,4,4.939,0.594,control
503,0,1,6,1.765,0.45,control
503,0,0,6,1.101,0.31,control
503,1,0,5,3.715,0.699,control
503,0,0,6,2.088,0.246,control
503,1,0,6,3.008,0.185,control
503,1,0,6,0.994,0.202,control
503,1,0,5,1.647,1.298,control
503,0,0,6,1.352,0.33,control
503,0,1,5,5.643,0.515,control
503,1,1,5,2.763,0.724,control
503,0,0,6,6.464,0.24,control
503,1,0,5,12.848,1.005,control
503,0,0,6,1.149,0.254,control
503,0,0,6,0.91,0.218,control
503,1,0,6,4.344,0.2,control
503,0,0,6,0.826,0.152,control
503,0,0,6,0.786,0.211,control
503,1,1,4,3.321,0.629,control
503,1,0,4,1.841,3.835,control
503,0,1,5,1.507,0.909,control
503,1,0,6,1.839,0.312,control
503,0,0,6,0.989,0.186,control
503,0,0,6,0.713,0.173,control
503,1,1,5,4.83,0.272,control
503,0,0,6,1.5,0.22,control
503,0,0,6,0.909,0.172,control
503,0,1,4,2.576,0.831,control
503,1,0,6,3.654,0.289,control
503,0,0,6,0.865,0.175,control
503,0,0,6,0.772,0.212,control
503,1,0,6,0.593,0.188,control
503,1,1,5,5.55,0.354,control
503,1,0,6,2.323,0.248,control
503,1,0,6,0.678,0.254,control
503,0,0,6,0.638,0.158,control
503,0,0,6,0.659,0.136,control
503,0,0,6,0.573,0.133,control
503,0,0,6,0.535,0.167,control
503,0,0,6,0.838,0.146,control
503,0,1,4,4.289,0.473,control
503,0,0,6,0.988,0.151,control
503,1,1,5,2.134,1.473,control
503,0,0,6,0.907,0.202,control
